complaint_id,customer_id,complaint_type,description,complaint_date,resolved
1207,2717,internet,Stand some cut beat.,2025-01-18,yes
1208,45,service,Activity check cup if building reflect.,2024-08-14,yes
1209,3176,internet,Newspaper understand chance.,2024-10-06,unresolved
1210,1142,service,Note fight share take pressure.,2024-10-22,resolved
1211,1480,service,Push low on tough again.,2024-12-24,yes
1212,2551,billing,,2025-02-04,yes
1213,2688,coverage,Recent ball gas manager.,2025-02-16,resolved
1214,1933,service,Fall party smile threat if detail discuss.,2025-02-25,yes
1215,316,coverage,Will street specific method be hear.,2025-04-25,no
1216,4353,service,Measure town international another that evidence.,2025-04-06,no
1217,4768,billing,Military responsibility could class write spend manage.,2025-04-14,no
1218,3961,coverage,Building cultural student certainly day what value public.,2024-07-01,no
1219,2288,network,Record because medical contain industry management rest.,2025-01-16,no
1220,2874,service,Its success head four break.,2024-12-22,resolved
1221,2812,service,Everyone wait face home after move like they.,2024-08-30,unresolved
1222,2955,service,Side president city produce.,2024-07-13,no
1223,3196,internet,Close smile unit reason them certainly open third.,2025-02-02,yes
1224,4459,network,Former sing with administration concern military.,2024-07-09,resolved
1225,1552,internet,Do rate mission analysis.,2024-09-18,unresolved
1226,2239,internet,Father late draw member decade billion oil.,2025-04-19,unresolved
1227,4763,billing,,2025-02-01,resolved
1228,178,billing,While tough last explain keep firm.,2024-09-19,yes
1229,950,network,Because lose artist development physical against source.,2024-11-03,yes
1230,3399,coverage,Age ten partner.,2025-01-31,yes
1231,1784,coverage,Several various model oil citizen data weight.,2025-05-10,unresolved
1232,1066,network,Read policy official their expect nice.,2025-01-24,yes
1233,381,service,Himself room wife middle door financial.,2025-03-20,yes
1234,4250,billing,Capital green stand specific man real score himself.,2025-03-27,unresolved
1235,2201,coverage,Suddenly involve set decade.,2024-07-14,unresolved
1236,3668,billing,Training easy perhaps worker art all ten.,2024-11-15,no
1237,627,billing,Find apply bad when act history.,2025-02-05,resolved
1238,2237,billing,Serve your large enjoy smile easy.,2024-12-13,unresolved
1239,1583,network,Worker body civil high understand argue.,2024-09-02,unresolved
1240,4118,network,Market question data direction.,2024-12-06,resolved
1241,868,internet,,2025-01-05,yes
1242,4073,service,Course various series subject.,2025-04-23,no
1243,907,service,Music wear other well politics hit billion.,2024-11-04,yes
1244,517,network,Community policy rise receive.,2025-03-14,resolved
1245,1613,billing,Become must fight summer possible.,2024-10-02,resolved
1246,678,service,Magazine statement ready international thus.,2024-12-04,yes
1247,1307,coverage,Loss according door model.,2024-10-14,resolved
1248,2186,coverage,Contain become his at.,2024-06-19,no
1249,2989,network,,2024-09-11,yes
1250,3658,internet,Evening push process serious.,2024-10-11,resolved
1251,3531,service,Official street along live chair herself.,2024-10-02,resolved
1252,4511,service,Policy third finally have owner enter.,2024-08-15,yes
1253,2487,coverage,Agent them thousand.,2025-05-09,resolved
1254,2966,billing,Site buy design action.,2025-05-07,unresolved
1255,1791,internet,Tend beat daughter drop management east during.,2025-02-03,no
1256,1190,internet,Chance father remember suggest bag worry order.,2025-02-19,no
1257,3137,billing,Serious anyone evidence action cell soon radio.,2024-08-07,yes
1258,1410,billing,Property they east ever speech close.,2025-04-26,resolved
1259,3089,coverage,Support east not instead exist party car.,2024-07-21,unresolved
1260,1612,service,Fall peace growth mention here.,2024-11-04,no
1261,4294,service,Feeling according PM him degree among scene technology.,2024-11-30,no
1262,3335,service,Support possible example.,2024-10-01,yes
1263,1211,internet,Stop baby shake about economy effort.,2024-10-17,unresolved
1264,1439,coverage,Letter difference could scientist it.,2025-01-15,no
1265,1516,coverage,Source television box measure nor clear happen.,2025-04-21,unresolved
1266,1236,billing,Wife start win yourself according husband.,2025-03-13,unresolved
1267,1675,network,Too state use report.,2024-11-10,yes
1268,2778,internet,Place determine often concern suggest nation cost.,2024-09-17,unresolved
1269,4796,internet,Single field ten rock.,2025-04-02,no
1270,3653,network,Edge paper where ever in quite black.,2024-08-27,resolved
1271,706,internet,Close learn expect remain.,2025-02-04,unresolved
1272,3378,internet,Medical civil station let grow girl.,2025-04-15,resolved
1273,76,internet,Middle other thought probably your save total argue.,2024-09-23,resolved
1274,4001,internet,Inside federal why I stand thank.,2025-03-28,yes
1275,4731,network,Even bad them small treatment seat move.,2024-10-21,unresolved
1276,612,billing,,2024-10-31,yes
1277,4619,coverage,Partner behavior successful discussion man along can.,2024-09-18,yes
1278,2291,coverage,Discover style behavior travel suddenly.,2024-09-27,unresolved
1279,4897,service,Agree later record if region fight view.,2025-04-09,no
1280,4880,network,,2025-03-05,no
1281,4529,network,Sport one be option buy and suddenly.,2024-10-12,yes
1282,2016,coverage,Ground point try serve you.,2024-12-19,no
1283,363,internet,,2025-06-15,yes
1284,2663,network,Miss building example gun lose develop.,2024-07-11,no
1285,4891,internet,Benefit firm work.,2024-11-27,no
1286,1116,internet,Especially establish sit guy owner white prevent president.,2025-02-11,yes
1287,485,coverage,Coach fly similar option environment herself.,2024-07-21,no
1288,473,service,Deal there us discuss assume pressure likely.,2025-06-07,unresolved
1289,607,network,Among spring society huge.,2025-05-15,resolved
1290,2882,internet,Particular Mr officer from.,2024-07-19,unresolved
1291,4373,network,Early score kitchen each city southern clear.,2024-11-22,unresolved
1292,2911,service,Young occur nation hundred read.,2025-04-16,no
1293,2487,internet,Suffer recognize environmental force gas.,2024-09-24,resolved
1294,2491,billing,Smile risk lay agreement.,2025-06-08,resolved
1295,1521,network,Style process author she message.,2025-04-09,yes
1296,4346,network,Never stay theory establish number level you.,2024-07-05,yes
1297,644,billing,Forget entire world can moment.,2025-04-25,yes
1298,933,service,Own against standard cold body painting stage.,2025-01-10,resolved
1299,2809,internet,Spend young interest degree.,2025-03-08,unresolved
1300,1926,coverage,,2025-03-09,resolved
1301,662,internet,Debate executive find north always chance.,2024-11-16,resolved
1302,3850,network,Cut outside wonder teacher policy chair.,2024-10-14,yes
1303,1641,service,Join travel structure within.,2025-03-02,yes
1304,2277,service,Action religious phone painting.,2025-02-23,no
1305,1711,service,It in door can response mother.,2025-05-18,no
1306,1460,service,Hair determine may rock radio civil.,2025-04-10,no
1307,846,network,Local idea region east.,2024-10-19,resolved
1308,3450,coverage,Leave talk return.,2024-09-30,unresolved
1309,4400,service,Very central instead activity quality item hold.,2025-04-07,resolved
1310,2479,internet,Store course system tonight among he.,2024-10-11,resolved
1311,2934,coverage,,2024-10-17,yes
1312,82,coverage,Identify reduce into later exist.,2025-04-10,yes
1313,4368,network,Share loss allow least much account.,2024-10-21,yes
1314,1473,billing,Media remain item effect.,2024-12-17,resolved
1315,2296,network,,2025-04-13,yes
1316,256,coverage,Personal relationship as they.,2024-06-28,no
1317,971,network,Western list now individual.,2024-07-11,resolved
1318,512,service,Respond education white kitchen finally church range.,2025-03-02,yes
1319,4178,coverage,Involve majority value try human.,2024-09-08,yes
1320,966,billing,International effort operation man occur really strong sort.,2025-06-15,yes
1321,1541,service,,2024-09-09,yes
1322,3988,coverage,Until drop impact away over.,2024-12-19,no
1323,1138,billing,Often away one enjoy attack pull.,2024-11-07,unresolved
1324,3289,coverage,,2025-04-30,no
1325,576,service,Series avoid leader effort improve.,2025-04-19,no
1326,3911,network,Inside hotel trip seven.,2024-09-20,yes
1327,1299,internet,Stay official sit message action where.,2025-03-19,unresolved
1328,333,billing,Others president simply.,2025-04-23,yes
1329,2444,billing,,2024-11-04,yes
1330,1446,network,Per wear wrong eat morning table could major.,2024-10-20,no
1331,34,internet,Above identify general away.,2024-12-30,unresolved
1332,162,network,Dinner account subject expert investment drive expert center.,2025-05-26,resolved
1333,1690,network,Three none news cause theory activity.,2024-10-19,unresolved
1334,709,coverage,Husband Mr customer recognize dinner.,2024-12-01,no
1335,1147,billing,,2025-04-12,no
1336,2652,coverage,Even these far market nearly.,2025-03-22,no
1337,4881,internet,Poor available rule television operation nature at.,2024-10-15,no
1338,2123,network,Arm exactly soon dinner less base light.,2024-10-24,resolved
1339,3816,internet,Commercial station seat range gun.,2024-10-24,resolved
1340,4869,billing,Still nearly term pressure wonder.,2024-06-19,no
1341,3136,internet,Hit out huge.,2025-05-09,unresolved
1342,2626,internet,Conference then medical drop.,2024-06-23,no
1343,502,internet,Car day instead magazine news under plant.,2024-08-13,unresolved
1344,4574,internet,,2025-06-02,unresolved
1345,1150,coverage,Lawyer central property point major discover.,2024-09-05,unresolved
1346,458,coverage,Same yes space.,2024-12-14,unresolved
1347,3423,internet,Development realize writer remain.,2024-10-05,no
1348,1855,billing,Fire meeting direction watch something growth report.,2024-07-17,yes
1349,4395,coverage,Subject reality add.,2024-11-10,no
1350,2582,coverage,Herself have occur section view language might else.,2024-06-29,resolved
1351,2996,coverage,Down give blood avoid visit money special today.,2024-08-25,yes
1352,3801,internet,Impact cause wear wish whether think.,2025-01-26,no
1353,2702,coverage,,2024-09-18,resolved
1354,655,billing,Hit PM scene set film everyone.,2024-10-02,no
1355,3317,service,,2024-07-08,resolved
1356,3150,internet,Middle weight six like future.,2025-03-01,no
1357,1466,internet,Air his detail difference price.,2025-05-19,yes
1358,526,coverage,Anything why front position attack so.,2024-09-21,resolved
1359,2144,billing,,2025-05-05,unresolved
1360,4246,internet,Spend commercial rest must car remember.,2025-04-08,yes
1361,2528,service,Mouth yet skin find purpose pass travel.,2024-11-21,resolved
1362,4569,service,Reality international opportunity serious design lose government.,2025-01-26,unresolved
1363,1348,internet,Go through instead just town everybody their fly.,2024-08-20,resolved
1364,2120,coverage,Certainly PM campaign them couple analysis.,2024-08-07,unresolved
1365,3220,internet,There suddenly oil create design not.,2025-01-05,yes
1366,1006,service,Property believe attention structure spring.,2024-09-30,unresolved
1367,538,coverage,Cell see mean approach more spend issue.,2025-03-27,resolved
1368,3709,network,Already step food these property quality.,2025-03-08,yes
1369,1689,billing,Why start step trouble law station so.,2024-09-11,resolved
1370,4250,coverage,Check place expect minute section.,2024-12-19,no
1371,325,service,Range green about too voice occur play able.,2024-07-16,unresolved
1372,4918,coverage,System article main drop customer material during.,2024-08-18,unresolved
1373,3314,internet,Firm feeling suggest policy mean.,2025-01-14,unresolved
1374,1945,service,Record for do unit.,2024-11-29,yes
1375,60,service,Choice discussion firm know media owner.,2025-01-02,yes
1376,2307,billing,One way there national already face knowledge.,2024-11-22,yes
1377,3996,coverage,Item report dog election none.,2024-10-01,unresolved
1378,2930,coverage,However start field pull shake.,2025-02-06,yes
1379,2681,coverage,Look ability thank paper rock recognize process present.,2025-04-15,no
1380,321,service,Expert trouble get take spend analysis.,2024-10-29,no
1381,2320,service,General clear together manage everyone until job.,2024-12-16,yes
1382,114,coverage,Peace type whom easy your sense discussion.,2024-08-11,no
1383,3796,billing,About whom peace new woman than maintain.,2024-06-22,resolved
1384,2336,service,Though feeling apply situation follow blood paper.,2025-01-29,unresolved
1385,3210,billing,Manage still factor home artist hotel.,2025-05-15,no
